ZCTA5CE20,climate_risk_index
98601,7.1345332567211335
98674,6.062194090273537
98603,7.292383641667895
98616,2.483166373271812
98609,2.218031219104394
98625,6.994635262907118
98626,6.859967658722518
98632,5.050304572846541
98611,6.248896129374039
98649,4.848162916915516
98645,5.111831350965843
98581,6.1764600739222315
